Stat	ID	Send Other	Signed	Send Bits	Send Param Bits	UpdateAnimRate	Saved	CSvSigned	CSvBits	CSvParam	fCallback	fMin	MinAccr	Encode	Add	Multiply	Divide	ValShift	1.09-Save Bits	1.09-Save Add	Save Bits	Save Add	Save Param Bits	keepzero	op	op param	op base	op stat1	op stat2	op stat3	direct	maxstat	itemspecific	damagerelated	itemevent1	itemeventfunc1	itemevent2	itemeventfunc2	descpriority	descfunc	descval	descstrpos	descstrneg	descstr2	dgrp	dgrpfunc	dgrpval	dgrpstrpos	dgrpstrneg	dgrpstr2	stuff	*eol
item_dual_wield	276		1	6													1024		8	0	1	0																														0
item_warpskillonattack	277		1	7	17						1			2	190	256	1024		21	0	7	0	17											1	domeleeattack	20	domissileattack	20	204	3	0	ModitemWarpAttack	ModitemWarpAttack									0
str_factor	278		1	12											3	2	1024		7	0	9	50																	198	1	1	ModitemStrFactor	ModitemStrFactor									0
lion_stance_syn	279		1	9											27	11	1024		8	0	8	0																	114	2	2	DescLionsgateSyn	DescLionsgateSyn									0
tooth_and_claw	280		1														1024																																			0
item_supernova_synergy	281		1	9											23	9	1024		8	0	8	0																	104	2	2	DescNCSyn	DescNCSyn									0
item_skillondamaged	282		1	7	17						1			2	11	9	1024		21	0	7	0	17												absorbdamage	30			160	15		DescExpansiveC	DescExpansiveC									0
item_skillongetmeleed	283		1	7	17						1			2	190	256	1024		21	0	7	0	17											1	attackedinmelee	20			160	15		DescExpansiveA	DescExpansiveA									0
item_skillongetmissilehit	284		1	7	17						1			2	190	256	1024		21	0	7	0	17											1	damagedbymissile	21			160	15		DescExpansiveB	DescExpansiveB									0
x_signet38	285		1	12											13	4	1024		5	0	5	0																														0
x_signet39	286		1	12											13	4	1024		5	0	5	0																														0
x_signet40	287		1	12											13	4	1024		5	0	5	0																														0
goodberry_enabled	288		1	5											3	3	1024		2	0	2	0																	180	3	0	ModitemNoUpgradesLol	ModitemNoUpgradesLol									0
skill_druid_enhanced	289		1	9											2012	501	1024		2	0	2	0																	125	1	1	ModitemDruidEnhanced	ModitemDruidEnhanced									0
skill_lamia_rean	290		1	9											803	244	1024		8	0	8	0																	120	2	1	ModitemLamiaRean	ModitemLamiaRean									0
skill_retribute_firepierce	291		1	9											63	22	1024		8	0	8	0																	101	2	2	ModitemRetributeSynergy	ModitemRetributeSynergy									0
skill_starfire_synergy	292		1	9											63	22	1024		8	0	8	0																	101	2	2	ModitemStarfireSynergy	ModitemStarfireSynergy									0
skill_arcanestrike_synergy	293		1	9											1007	201	1024		1	0	1	0																	26	3	0	ModitemDoubleArc	ModitemDoubleArc									0
x_signet41	294		1	12											13	4	1024		5	0	5	0																														0
item_manaonstrikingmelee	295		1	7							1				81	49	1024		6	0	9	0													domeleedamage	17			20	1	1	ModitemManaAttackMelee	ModitemManaAttackMelee									0
item_is_honorific	296		1	6											2	2	1024		1	0	1	0																	210	3	0	ModitemHonorific	ModitemHonorific									0
x_signet42	297		1	12											13	4	1024		5	0	5	0																														0
x_signet43	298		1	12											13	4	1024		5	0	5	0																														0
strength_bonus_wpn	299		1	6											8	2	1024		6	0	10	0			2	8	strength	weapondisplay_dummy											240	2	2	ModitemStrWpnAdder	ModitemStrWpnAdder									0
dexterity_bonus_wpn	300		1	6											8	2	1024		6	0	10	0			2	8	dexterity	weapondisplay_dummy											239	2	2	ModitemDexWpnAdder	ModitemDexWpnAdder									0
item_shadows_corpsesynergy	301		1	9											81	44	1024		1	0	1	0																	133	3	0	ModitemShadowCorpse	ModitemShadowCorpse									0
skill_shadows_addcorpseonstriking	302		1	9													1024																																			0
skill_voidarchon_fire	303		1	13											202	244	1024		12	0	12	0																	48	1	1	ModitemVoidFire	ModitemVoidFire									0
x_signet44	304		1	12											13	4	1024		5	0	5	0																														0
item_pierce_cold	305		1	9											1432	513	1024				10	50																	88	20	1	Moditemenrescoldsk	Moditemenrescoldsk									0
item_pierce_fire	306		1	9											1240	497	1024				10	50																	88	20	1	Moditemenresfiresk	Moditemenresfiresk									0
item_pierce_ltng	307		1	9											1187	481	1024				10	50																	88	20	1	Moditemenresltngsk	Moditemenresltngsk									0
item_pierce_pois	308		1	9											1322	506	1024				10	50																	88	20	1	Moditemenrespoissk	Moditemenrespoissk									0
x_signet45	309		1	12											13	4	1024		5	0	5	0																														0
x_signet46	310		1	12											13	4	1024		5	0	5	0																														0
x_signet47	311		1	12											13	4	1024		5	0	5	0																														0
x_signet48	312		1	12											13	4	1024		5	0	5	0																														0
x_signet49	313		1	12											13	4	1024		5	0	5	0																														0
x_signet50	314		1	12											13	4	1024		5	0	5	0																														0
firelength	315		1	16											32	2	1024		8	0	8	0																														0
burningmin	316		1	16											8	2	1024		8	0	8	0																														0
burningmax	317		1	16											8	2	1024		8	0	8	0																														0
progressive_damage	318		1	3													1024																																			0
progressive_steal	319		1	3													1024																																			0
progressive_other	320		1	3													1024																																			0
progressive_fire	321		1	3													1024																																			0
progressive_cold	322		1	3													1024																																			0
progressive_lightning	323		1	3													1024																																			0
item_extra_charges	324		1	6													1024		6	0	6	0											1	1																		0
progressive_tohit	325		1	16													1024																																			0
poison_count	326		1	5													1024																	1																		0
damage_framerate	327		1	8													1024																																			0
pierce_idx	328		1	6													1024																																			0
passive_fire_mastery	329		1	12											162	60	1024		8	0	8	50																	88	4	1	ModitemdamFiresk	ModitemdamFiresk		5	4	1	ModitemAllsk	ModitemAllsk			0
passive_ltng_mastery	330		1	12											162	60	1024		8	0	8	50																	88	4	1	ModitemdamLtngsk	ModitemdamLtngsk		5	4	1	ModitemAllsk	ModitemAllsk			0
passive_cold_mastery	331		1	12											162	60	1024		8	0	8	50																	88	4	1	ModitemdamColdsk	ModitemdamColdsk		5	4	1	ModitemAllsk	ModitemAllsk			0
passive_pois_mastery	332		1	12											162	60	1024		8	0	8	50																	88	4	1	ModitemdamPoissk	ModitemdamPoissk		5	4	1	ModitemAllsk	ModitemAllsk			0
passive_fire_pierce	333		1	9												2578	1024		8	0	8	0																	88	20	1	Moditemenresfiresk	Moditemenresfiresk		6	20	1	ModitemResallsk	ModitemResallsk			0
passive_ltng_pierce	334		1	9												2493	1024		8	0	8	0																	88	20	1	Moditemenresltngsk	Moditemenresltngsk		6	20	1	ModitemResallsk	ModitemResallsk			0
passive_cold_pierce	335		1	9												1984	1024		8	0	8	0																	88	20	1	Moditemenrescoldsk	Moditemenrescoldsk		6	20	1	ModitemResallsk	ModitemResallsk			0
passive_pois_pierce	336		1	9												2345	1024		8	0	8	0																	88	20	1	Moditemenrespoissk	Moditemenrespoissk		6	20	1	ModitemResallsk	ModitemResallsk			0
passive_critical_strike	337		1	9													1024		8	0	8	0																														0
passive_dodge	338		1	9											8	14	1024		7	0	7	0																	40	2	1	ModitemArrrgh	ModitemArrrgh		8	2	1	ModitemAvoidance	ModitemAvoidance			0
passive_avoid	339		1	9											8	14	1024		7	0	7	0																	40	2	1	ModitemArrrgh	ModitemArrrgh		8	2	1	ModitemAvoidance	ModitemAvoidance			0
passive_evade	340		1	9											8	14	1024		7	0	7	0																	40	2	1	ModitemArrrgh	ModitemArrrgh		8	2	1	ModitemAvoidance	ModitemAvoidance			0
passive_warmth	341		1	9													1024		8	0	8	0																														0
passive_mastery_melee_th	342		1	11	8												1024		8	0	8	0																														0
passive_mastery_melee_dmg	343		1	11	8										15	207	1024		8	0	8	0																							4	3	0	ModitemPeril	ModitemPeril			0
passive_mastery_melee_crit	344		1	9	8												1024		8	0	8	0																														0
passive_mastery_throw_th	345		1	11	8												1024		8	0	8	0																														0
passive_mastery_throw_dmg	346		1	11	8										15	207	1024		8	0	8	0																														0
passive_mastery_throw_crit	347		1	9	8												1024		8	0	8	0																														0
passive_weaponblock	348		1	9	8												1024		8	0	8	0																														0
passive_summon_resist	349		1	9											522	180	1024		9	0	9	0																														0
modifierlist_skill	350			9													1024																																			0
modifierlist_level	351			8													1024																																			0
last_sent_hp_pct	352		1	8													1024																																			0
source_unit_type	353			5													1024																																			0
source_unit_id	354			32													1024																																			0
shortparam1	355			16													1024																																			0
questitemdifficulty	356																1024				2	0																														0
passive_mag_mastery	357		1	12											1211	431	1024		8	0	9	50																														0
passive_mag_pierce	358		1	9												2812	1024		8	0	8	0																							6	20	1	ModitemResallsk	ModitemResallsk			0
item_strength_percent	359		1	11											47	20	1024		9	0	9	50			11			strength											74	2	1	Modstrpercent	Modstrpen		3	2	1	ModitemAllpercents				0
item_dexterity_percent	360		1	11											47	20	1024		9	0	9	50			11			dexterity											74	2	1	Moddexpercent	Moddexpen		3	2	1	ModitemAllpercents				0
item_energy_percent	361		1	11											47	20	1024		9	0	9	50			11			energy											74	2	1	Modenrpercent	Modenrpen		3	2	1	ModitemAllpercents				0
item_vitality_percent	362		1	11											47	20	1024		9	0	9	50			11			vitality											74	2	1	Modvitpercent	Modvitpen		3	2	1	ModitemAllpercents				0
item_slowthorns	363		1	7							1				101	40	1024		7	0	8	50													damagedinmelee	19			12	2	2	Moditemslowthorns	Moditemslowthorns									0
item_howlthorns	364		1	8							1				55	10	1024		7	-1	7	25													damagedinmelee	8			79	2	2	Moditemhowlthorns	Moditemhowlthorns									0
item_freezethorns	365		1	5							1				2804	307	1024		5	0	5	5												1	damagedinmelee	14			78	12	2	Moditembrrr	Moditembrrr									0
item_stupiditythorns	366		1	5							1				666	98	1024		5	0	8	50												1	damagedinmelee	9			80	12	2	ModitemBlindthorns	ModitemBlindthorns									0
item_attackertakescolddamage	367		1	6							1				4	102	1024		5	0	10	0													damagedinmelee	12			14	3	2	ModitemColdThorns	ModitemColdThorns		14	3	2	ModitemAllThorns				0
item_attackertakesfiredamage	368		1	6							1				4	102	1024		5	0	10	0													damagedinmelee	11			14	3	2	ModitemFireThorns	ModitemFireThorns		14	3	2	ModitemAllThorns				0
x_signet51	369		1	12											13	4	1024		5	0	5	0																														0
x_signet52	370		1	12											13	4	1024		5	0	5	0																														0
item_amazinggrace	371		1	7	17						1			2	190	256	1024		21	0	7	0	17											1	domeleeattack	20	domissileattack	20	204	3	0	ModitemAmazingGrace	ModitemAmazingGrace									0
item_desc_acidblood	372		1	12											8	2	1024		1	0	1	0																	159	3	0	ModitemDBString	ModitemDBString									0
item_desc_deathmarch	373		1	12											8	2	1024		1	0	1	0																	2	3	0	ModitemDeathmarch	ModitemDeathmarch									0
item_desc_judas	374		1	12											8	2	1024		1	0	1	0																	2	3	0	ModitemJudasDesc	ModitemJudasDesc									0
item_lc_tgt_max	375		1	5											3	3	1024		2	0	2	0																	180	3	0	ModitemNoUpgradesLol	ModitemNoUpgradesLol									0
item_deathcoil_synergy	376		1	9											221	84	1024		1	0	2	0																	150	3	0	ModitemHalvedDC	ModitemHalvedDC									0
passive_pm_mastery	377		1	12											162	60	1024		8	0	9	50																	88	4	1	ModitemdamPMsk	ModitemdamPMsk		5	4	1	ModitemAllsk				0
passive_vanquish_addelem	378		1	12											701	440	1024		1	0	8	0																	150	4	1	ModitemVanquish	ModitemVanquish									0
deathlord_penalty	379		1	12											599	170	1024		1	0	5	0																	150	3	0	ModitemBroken	ModitemBroken									0
passive_bloodlust_dmgpct	380		1	12											662	181	1024		1	0	8	0																	149	4	1	ModitemBloodlustDmg	ModitemBloodlustDmg									0
passive_bloodlust_elempct	381		1	12											662	181	1024		1	0	8	0																	149	4	1	ModitemBloodlustElem	ModitemBloodlustElem									0
x_signet53	382		1	12											13	4	1024		5	0	5	0																														0
x_signet54	383		1	12											13	4	1024		5	0	5	0																														0
passive_holyarmor_addmove	384		1	12													1024		1	0	8	0																	150	2	1	ModitemHolyArmor2	ModitemHolyArmor2									0
passive_state_lockout	385		1	12											116	18	1024		1	0	2	0																	10	3	0	ModitemStateLockout	ModitemStateLockout									0
witchberry_lifeheal	386		1	12													1024		1	0	8	0																														0
passive_motw_dmgpct	387		1	12											662	181	1024		1	0	8	0																	149	4	1	ModitemMotwDmg	ModitemMotwDmg									0
passive_motw_elempct	388		1	12											662	181	1024		1	0	8	0																	149	4	1	ModitemMotwElem	ModitemMotwElem									0
passive_motw_duration	389		1	12											160	58	1024		8	0	10	0																	122	2	1	ModitemMotwDur	ModitemMotwDur									0
passive_shadows_addmax	390		1	12											4	102	1024		1	0	5	0																	150	1	1	ModitemMaxSummon	ModitemMaxSummon									0
passive_hex_adddmg	391		1	12											9	121	1024		1	0	10	0																	94	2	1	ModitemHexAdddmg	ModitemHexAdddmg									0
passive_acidtrance_synergy	392		1	12											503	160	1024		1	0	2	0																	150	3	0	ModitemHalvedAT	ModitemHalvedAT									0
x_signet55	393		1	12											13	4	1024		5	0	5	0																														0
passive_shadows_addelem	394		1	12													1024		1	0	8	0																														0
passive_vindicate_adddmg	395		1	12													1024																																			0
passive_vindicate_dmgeffect	396		1	12													1024																																			0
x_signet56	397		1	12											13	4	1024		5	0	5	0																														0
x_signet57	398		1	12											13	4	1024		5	0	5	0																														0
passive_wrath_synergy	399		1	12											512	133	1024		1	0	8	0																	148	4	1	ModitemWrathSyn	ModitemWrathSyn									0
x_signet58	400		1	12											13	4	1024		5	0	5	0																														0
x_signet59	401		1	12											13	4	1024		5	0	5	0																														0
passive_missiles_missiles	402		1	12											81	60	1024		1	0	8	0																	149	1	1	ModitemMissMiss	ModitemMissMiss									0
x_signet60	403		1	12											13	4	1024		5	0	5	0																														0
passive_fire_mastery_perlevel	404		1	6											43	42	1024		6	0	10	0			4	5	level	passive_fire_mastery											88	7	1	ModitemdamFiresk	ModitemdamFiresk	increaseswithplaylevelX								0
passive_ltng_mastery_perlevel	405		1	6											43	42	1024		6	0	10	0			4	5	level	passive_ltng_mastery											88	7	1	ModitemdamLtngsk	ModitemdamLtngsk	increaseswithplaylevelX								0
passive_cold_mastery_perlevel	406		1	6											43	42	1024		6	0	10	0			4	5	level	passive_cold_mastery											88	7	1	ModitemdamColdsk	ModitemdamColdsk	increaseswithplaylevelX								0
passive_pois_mastery_perlevel	407		1	6											43	42	1024		6	0	10	0			4	5	level	passive_pois_mastery											88	7	1	ModitemdamPoissk	ModitemdamPoissk	increaseswithplaylevelX								0
x_signet61	408		1	12											13	4	1024		5	0	5	0																														0
profession_duration_mod	409		1	12											668	190	1024		8	50	8	50																	125	2	1	ModitemDurMod	ModitemDurMod									0
skill_hex_effect	410		1	12													1024		1	0	8	0																														0
skill_vindicate_effect	411		1	12													1024																																			0
experimental_experience	412		1	12											15	3	1024		10	0	10	0																														0
skill_bloodymary_bonus	413		1	12											33	6	1024		8	0	8	0																	50	2	1	ModitemMary	ModitemMary									0
skill_paganheart_bonus	414		1	12											33	6	1024		8	0	8	0																	49	2	1	ModitemPagan	ModitemPagan									0
vindicate_maxhp	415		1	12													1024																																			0
passive6	416		1	12													1024																																			0
shadowfiends_pierce_buff	417		1	12													1024																																			0
item_needschallenged	418		1	12											8	2	1024		2	0	2	0																	146	3	0	ModitemNeedsLCed	ModitemNeedsLCed									0
hm_c	419		1	12											11	7	1024		8	0	8	0																	2	3	0	DescWtfIsThis	DescWtfIsThis									0
event_hit2	420		1	12													1024																																			0
black_1	421		1	12											666	13	1024		2	0	2	0																	20	3	0	DescBlack1	DescBlack1									0
black_2	422		1	12											666	13	1024		2	0	2	0																	19	3	0	DescBlack2	DescBlack2									0
black_3	423		1	12											666	13	1024		2	0	2	0																	17	3	0	DescBlack3	DescBlack3									0
black_4	424		1	12											666	13	1024		2	0	2	0																	16	3	0	DescBlack4	DescBlack4									0
black_5	425		1	12											666	13	1024		2	0	2	0																	18	3	0	DescBlack5	DescBlack5									0
black_6	426		1	12											666	13	1024		2	0	2	0																	15	3	0	DescBlack6	DescBlack6									0
black_7	427		1	12											666	13	1024		2	0	2	0																	14	3	0	DescBlack7	DescBlack7									0
blackroad_kill_check	428		1	12													1024																																			0
passive_rejuv_dr	429		1	12											8	2	1024		8	0	8	0																	18	4	1	ModitemRejuvSyn	ModitemRejuvSyn									0
skill_paganheart_synergy	430		1	12											33	6	1024		8	0	8	0																	50	1	1	ModitemPaganB	ModitemPaganB									0
skill_poison_dur	431		1	12											8	2	1024		8	50	9	50																	149	4	1	ModitemPASyn	ModitemPASyn									0
item_acvsmiss_perlevel	432		1	6											43	42	1024		6	0	10	0			4	5	level	armorclass_vs_missile											88	6	1	ModStr6a	ModStr6a	increaseswithplaylevelX								0
passive1	433		1	12													1024																																			0
passive2	434		1	12													1024																																			0
passive3	435		1	12													1024																																			0
passive4	436		1	12													1024																																			0
passive5	437		1	12													1024																																			0
assassin_timer_red_pct	438		1	12													1024																																			0
item_healwhenstruck	439		1	7							1				12	3	1024		8	0	8	0													damagedinmelee	28			14	1	1	ModitemHealThorns	ModitemHealThorns									0
item_manawhenstruck	440		1	7							1				12	3	1024		8	0	8	0													damagedinmelee	17			13	1	1	ModitemManaThorns	ModitemManaThorns									0
passive_aura_addmax	441		1	12											99	70	1024		6	0	6	5																	79	1	1	ModitemExtraPets	ModitemExtraPets		11	1	1	ModitemExtraAllPets	ModitemExtraAllPets			0
str_bonus_blue	442		1	6											8	2	1024		6	0	10	0			2	8	strength	damagepercent											130	2	2	ModitemStrBBB	ModitemStrBBB									0
item_upgraded	443		1	12											8	2	1024		8	0	8	0																	149	3	0	ModitemUpgraded	ModitemUpgraded									0
skill_minion_hp_percent	444		1	12											109	82	1024		9	0	9	50																	75	4	1	ModitemHPMinBonus	ModitemHPMinPenality									0
skill_ancientspirits_synergy	445		1	12											99	70	1024		6	0	6	0																	66	1	1	ModitemMoreBarbs	ModitemMoreBarbs		11	1	1	ModitemExtraAllPets	ModitemExtraAllPets			0
skill_shamanspath_synergy	446		1	12											104	116	1024		8	0	8	0																	75	4	1	ModitemSPSyn	ModitemSPSyn									0
skill_shamanspath_elemental	447		1	12													1024																																			0
nightmare_no_regen	448		1	12													1024																																			0
moonstrike_synergy	449		1	12											24	11	1024		8	0	8	0																	33	4	1	ModitemMoonstrikeSyn	ModitemMoonstrikeSyn									0
item_str_perlioness	450		1	6											132	128	1024		6	0	10	0			2	5	passivelockout	strength											57	6	1	ModStr1a	ModStr1a	ModitemLionessSyn								0
charm_aura_radius	451		1	12													1024																																			0
charm_aura_damage	452		1	12													1024																																			0
charm_aura_velocitypercent	453		1	12													1024																																			0
charm_aura_weakness	454		1	12													1024																																			0
charm_aura_thorns	455		1	12													1024																																			0
charm_aura_crushingblow	456		1	12													1024																																			0
charm_aura_dmgreduction	457		1	12													1024																																			0
x_signet62	458		1	12											13	4	1024		5	0	5	0																														0
x_signet63	459		1	12											13	4	1024		5	0	5	0																														0
x_signet64	460		1	12											13	4	1024		5	0	5	0																														0
x_signet65	461		1	12											13	4	1024		5	0	5	0																														0
x_signet66	462		1	12											13	4	1024		5	0	5	0																														0
x_signet67	463		1	12											13	4	1024		5	0	5	0																														0
x_signet68	464		1	12											13	4	1024		5	0	5	0																														0
x_signet69	465		1	12											13	4	1024		5	0	5	0																														0
x_signet70	466		1	12											13	4	1024		5	0	5	0																														0
skill_elixirs_synergy	467		1	12											33	6	1024		10	0	10	0																	49	4	1	ModitemElix	ModitemElix									0
skill_light_mastery	468		1	12													1024																																			0
skill_shadow_mastery	469		1	12													1024																																			0
skill_minion_dmg_percent	470		1	12											109	82	1024		9	50	9	50																	75	4	1	ModitemDmgMinBonus	ModitemDmgMinBonus									0
item_needsupgraded	471		1	12											8	2	1024		2	1	2	1																	149	3	0	ModitemNeedsUpgraded	ModitemNeedsUpgraded									0
item_upgraded2	472		1	12											8	2	1024		8	0	8	0																														0
learn_ennead	473		1	12											11	3	1024		8	0	8	0																	114	3	0	ModitemLernEnnead	ModitemLernEnnead									0
learn_blackroad	474		1	12											11	3	1024		8	0	8	0																	113	3	0	ModitemLearnBlackroad	ModitemLearnBlackroad									0
item_desc_druidmorph	475		1	12													1024		1	0	1	0																	2	3	0	ModitemDruidString	ModitemDruidString									0
item_desc_dbaura	476		1	12													1024		1	0	1	0																	159	3	0	ModitemDBA	ModitemDBA									0
item_desc_hardaura	477		1	12													1024		4	1	4	1																	158	1	1	ModitemIncDif	ModitemIncDif									0
item_desc_instructions	478		1	12													1024		1	0	1	0																	159	3	0	ModitemJollyRoger	ModitemJollyRoger									0
skill_more	479		1	12											404	118	1024		3	0	3	0																	69	3	2	ModitemMorSkillz	ModitemMorSkillz									0
item_skill_paragon	480		1	12											902	227	1024		5	0	5	0																	75	1	1	ModitemParagon	ModitemParagon									0
item_skill_runemaster	481		1	12											902	227	1024		5	0	5	0																	74	4	1	ModitemRunemaster	ModitemRunemaster									0
item_gem_paragon	482		1	6													1024		6	0	10	0			2	5	item_skill_paragon	vitality																								0
item_rune_runemaster	483		1	6													1024		6	0	10	0			4	5	item_skill_runemaster	armor_override_percent																								0
item_desc_spinaltap	484		1	12													1024		1	0	1	0																	157	3	0	ModitemSpinalTap	ModitemSpinalTap									0
enr_factor	485		1	12											3	2	1024		7	0	9	50																	195	1	1	ModitemEnrFactor	ModitemEnrFactor									0
item_healwhenarrowed	486		1	7							1						1024																		damagedbymissile	28																0
minion_resist_all	487		1	12											109	82	1024		9	0	9	25																	75	4	1	ModitemResMinBonus	ModitemResMinBonus									0
enr_factor_percent	488		1	11											1012	290	1024		9	0	9	50			11			enr_factor											157	4	1	ModitemEFPct	ModitemEFPct									0
item_targettakesdamage	489		1	16							1				112	128	1024		7	0	10	0													domeleedamage	6			13	3	2	ModitemDoomed	ModitemDoomed									0
item_desc_lifecostspells	490		1	12													1024		1	0	1	0																	157	3	0	ModitemDescLifecost	ModitemDescLifecost									0
item_has_stardragon	491		1	12													1024		3	0	3	0																	1	3	0	ModitemHasStardragon	ModitemHasStardragon									0
item_faster_potions	492		1	12											902	233	1024		8	0	8	50																	31	4	1	ModitemFasterPots	ModitemSlowerPots									0
skill_slowrangedthorns	493		1	7							1				41	33	1024		8	0	8	50													damagedbymissile	19			74	2	2	ModitemSlowsRangedAt	ModitemSlowsRangedAt									0
skill_slowreactivethorns	494		1	7							1						1024																		attackedinmelee	19																0
item_desc_sorciemorph	495		1	12													1024		1	0	1	0																	2	3	0	ModitemSorcieString	ModitemSorcieString									0
tree_synergy	496		1	12											117	99	1024		9	0	9	0																	86	2	1	ModitemDarklingsCB	ModitemDarklingsCB									0
pact_checker	497		1	12													1024																																			0
item_cots_when_pact	498		1	12											888	406	1024		9	0	9	0																	14	2	1	ModitemCotsWhenPact	ModitemCotsWhenPact									0
item_energy_perlevel	499		1	6											105	128	1024		6	0	10	0			2	5	level	energy											60	6	1	ModStr1d	ModStr1d	increaseswithplaylevelX								0
item_minion_attack	500		1	12											87	92	1024		8	0	8	100																	106	2	1	ModitemMinionAttack	ModitemMinionAttack									0
acid_trip	501		1	12													1024																																			0
blessed_life_level	502		1	12													1024																																			0
item_strength_perblessedlife	503		1	6											132	128	1024		6	0	10	0			2	5	blessed_life_level	strength											66	6	1	ModStr1a	ModStr1a	ModitemStrBL								0
item_dexterity_perblessedlife	504		1	6											105	128	1024		6	0	10	0			2	5	blessed_life_level	dexterity											62	6	1	ModStr1b	ModStr1b	ModitemStrBL								0
item_hpregen_perlevel	505		1	6											221	136	1024		6	0	10	0			2	5	level	hpregen											60	6	2	ModStr2l	ModStr2w	increaseswithplaylevelX								0
item_hmc_check	506		1	12											4	2	1024		3	0	3	0																	22	3	0	ModitemHMCbonus	ModitemHMCbonus	ModitemBOD								0
levelchallenge_kill_check	507		1	12													1024																																			0
